,filename,sentence,PiPP
604472,brainrush.epub.txt,"The words ""I'm sorry"" were as plain as if he were standing beside her.",F
5596706,the-confidential-cousins-and-the-dolphin-square-paradox.epub.txt,"Something just as strange and confusing.""",F
5686424,the-origin-of-birds-and-flight.epub.txt,"However there is nothing special about hollow bones, as some mammals and frogs have them.",F
5161158,backwards.epub.txt,"Paul had a good conscience, void of offense, which shows the evidence of Yeshua's work as the High Priest in Heaven.",F
3932081,hilda-snow-white-revisited.epub.txt,"""Yikes, I wonder what bug crawled up her ass,"" Slumpy said as he lovingly eyed his bed.",F
5098902,temporal-ghost-diary.epub.txt,"It was as if plants on earth were in ""black and white"" and the plants in New Jerusalem were in ""living color"".",F
670515,star-wars-artoo-detoo-droid-of-a-kind-volume-1.epub.txt,In every public event the decoy Sabé portrayed as the Queen.,F
5271237,pitched.epub.txt,He smiled and kissed the palm of my hand as I did.,F
3489233,holy-war-the-spiritual-warfare.epub.txt,But in all these things none of these ministers claimed to sent to do just that alone as their ministerial calling.,F
640637,rogues-of-overwatch.epub.txt,Cooper slipped into unconsciousness as the nurse and a few other people loaded him onto the stretcher and carried him out.,F
216192,bound-by-duty.epub.txt,The fizz of electricity zinged through my system as my power reacted in a way that it only did in Aidan's presence.,F
2632668,muse-poop-deja-vu.epub.txt,"As of today, the EU is doing at least as well if not better than the US in most areas.",F
3700949,desert-shield-action-packed-techno-thriller-13.epub.txt,The edges of his Arabian Shora Headdress flop on his shoulders and chest as Al Khayyami turns an eight by ten inch color photograph so Baspinar can see it.,F
2266270,the-begat-legacy.epub.txt,Locally it's known as dark bridge.,F
343658,the-simple-life-of-riley.epub.txt,"I smiled as Jake and I followed him through, the lads were finishing off the last of the breakfast morsels.",F
3953690,what-is-the-lie.epub.txt,"As far as we know he was the last to see the victims alive.""",F
1443597,the-scholar.epub.txt,she mumbled as she searched around for Shiarra.,F
623293,brankin-huoh.epub.txt,"Gofyer walked through the city streets, his eyes filled with tears, as he witnessed firsthand the end result of the decrees that bore his name.",F
4327510,an-interesting-mix-volume-1.epub.txt,"They were surprisingly subdued, talking to each other in low voices as they watched Susie deposit their food on the table.",F
4571752,a-question-of-love.epub.txt,"In her heart, she was giddy as a princess when awoken by her prince after a long slumber.",F
3659716,the-deathtaker-a-paranormal-romance.epub.txt,"She sighed as she picked up the bottle of saline that had fallen onto its side, and pushed the rest back into a straight line.",F
4499655,the-major-satanic-practices-in-christianity.epub.txt,"However, like every other person who has neglected the Commandments of God for the doctrines of men, they refuse to accept that fact, saying it is not important on the day we chose to worship The Most High God as long as we worship Him.",F
2204309,the-ohgood-caristic.epub.txt,"Either way I'm hungry so let's go,"" said Ohgood sarcastically as he looked around wide eyed and then he pretended to eat his arm.

""",F
2918112,intellocracy.epub.txt,Freedom of the country has become autocracy of few as the rulers and hence repressive for the people.,F
2496856,the-transitional-form-dilemma.epub.txt,"According to these claims, the scales gradually grew longer, grew fronds and slowly assumed a form capable of bearing the bird in such a way as to enable flight.79 However, this is no more than imaginative speculation, on and devoid of any scientific proof.",F
3447831,beautiful-curse.epub.txt,"""Roses are red, but your lips are, too,

I wish I had a girl as sweet as you.",F
4108560,oculus.epub.txt,My jaw tensed as I looked down the long line of workers.,F
3552196,more-than-bananas.epub.txt,"Then in 2013, I developed a cough which became pneumonia and finally was diagnosed as Advanced Respiratory Distress Syndrome.",F
1071885,medusas-reflection-part-of-the-stories-of-ithiria-collection.epub.txt,"However, custom dictated all revelers look away the moment the eclipse reached its zenith—if a person was so bold as to stare too long, he or she could be abducted by any god who looked back, or worse, earn the wrath of Athena herself and be struck blind.",F
2783555,sounds-of-happiness.epub.txt,"We hope that you, as the sent one, may be able to interpret what is here.",F
1275741,seven-fires.epub.txt,"The priest burned one of the bundles, after which Beaudreau fled to Pigeon River where he lived for many years as Albert Keeper.",F
5002464,jack-and-jill-army.epub.txt,Her smile filled Jack's heart and relief filled his soul as he realized that she cared for him as deeply as he did her.,F
411476,it-part-1-pieces-in-the-dark.epub.txt,It also seemed subdued somehow as if it were tired or weak.,F
3925517,forbidden-the-stars-the-interstellar-age-book-1.epub.txt,"Satisfied, he leaned back into the pilot's chair and opened the manual to the first page, memorizing the book word for word, as he read.",F
4854972,justify-this-2008-2010-diabetes-discrimination-disability-ab.epub.txt,"The email on Page 333 with the subject heading ""FW: confidential"" is again totally unconnected to Page 329, as the email on Page 333 has a completely different Subject heading ""FW: confidential"" to both the email on Page 329 and the email on Page 332, but most importantly, the email on Page 333 is written almost THREE weeks AFTER the email on Page 329, so cannot possibly be an earlier email to Page 329, as it would have to pre-date Page 329 if it was part of one email chain.",F
487221,a-moments-choice.epub.txt,Pleasure and love mingled through my whole being as he coaxed my body into surrender.,F
515359,the-rainbow-makers-tale.epub.txt,"""I don't know how – I'll freely admit that – but you _were_ answering me as though I had spoken the thoughts aloud.""",F
2858759,goodbye-hello-uncensored.epub.txt,"""You,"" my sister began, her eyes almost soft as she looked at me, ""always took everything head on without hesitation or shame.",F
5794750,the-gentile-witness-book-ii-elijah.epub.txt,"You can refer to it, as you need to.",F
4522745,the-last-enemy-parts-12-3-1934-2054.epub.txt,"Jordanians would not ask for it directly, as it would sound like an attack on their troubled neighbor, nor would the French ask the US and risk exposing themselves to diplomatic blackmail.",F
5722605,lush-a-ya-dystopian-novel.epub.txt,It's not as if I have a choice in the matter.,F
3335514,ghouls-and-jewels-an-abi-button-cozy-mystery-romance-4.epub.txt,"I found everyone to be so welcoming at the church, and Harry, knowing we were coming, had arranged with the vicar for everyone to sing _Just as I am_.",F
4037326,stake-you-stake-you-1.epub.txt,I pulled the curtains closed as if to protect myself from the outside world before going downstairs to check on Mam.,F
4614883,suffering-focused-ethics-defense-and-implications.epub.txt,"This is why our focus should not primarily be to abolish suffering, but rather to reduce suffering as much as we can in expectation, which would at any rate entail the abolition of suffering in the best case.",F
5814892,jadon-the-sea-bound-ohnyx.epub.txt,"From the doorway, Ethan, Micah, and the girl's parents watched with disbelief as Abigail sat up.",F
1118858,syndrome.epub.txt,"If the Gerex clinical trials are going half as well as I think they are, then it seems to me you've got everything to gain by publicity.",F
480903,dirty-bitch.epub.txt,"I watched curiously as she closed her eyes and let out a small grunt of a moan, bliss and ecstasy flourishing wildly behind those lids.",F
653819,never-forever-the-champagne-hurricane-trilogy-book-1.epub.txt,"As soon as I clapped eyes on it, I knew I had to have it.",F
3833241,burden-of-sisyphus-brink-of-distinction-book-1.epub.txt,"As far as he knew, none of them possessed claws.",F
416624,grunt-rx-10.epub.txt,"But you must admit, working on an assembly line as an activity itself doesn't require anything even remotely like a soul.",F
266455,eldomin-book-1.epub.txt,She wrapped her arms around his neck as he kissed her passionately.,F
3223769,sonant.epub.txt,"Now I know what you're thinking but we send consultants there all the time and it's not nearly as bad as they say.""",F
1187143,the-feeding-path.epub.txt,"Closing his eyes, he had needed to step away again, gasping for breath through his tightening windpipe, turning his back to her as he shook.",F
3589829,the-viscounts-christmas-temptation.epub.txt,"All of her maids and footmen fell in behind her, as if following their general into war.",F
579337,books-one-to-four-of-the-sons-of-odin-angel-magic-edition-v1.epub.txt,"They'd spotted her in the woods and shot her down as she rode by, shot her in the back!",F
1495059,chasing-the-white-rabbit-along-with-alices-adventures-in-won.epub.txt,"And certainly there was a most extraordinary noise going on within--a constant howling and sneezing, and every now and then a great crash, as if a dish or kettle had been broken to pieces.",F
4063757,big-chief-brooklyn-screenplaymovie-script.epub.txt,The movie was three hours long as so was the conversation.,F
4587140,the-changelings-fortune-winters-blight-book-1.epub.txt,The bell over the door chimed as James peered inside the shop.,F
