sentence,PiPP,source
"although , with as rare as demi were i did n't want to spend time asking about them since i did n't think that i 'd be seeing or fighting one anytime soon .",0,bookcorpus
`` kyros is as good as dead and all i 've done is make memories that can only serve to hurt in the centuries to come . '',0,bookcorpus
he grinned as he thought 'if only the americans knew what a fanny was in the antipodes . ',0,bookcorpus
"that 's why i do n't subscribe to them , '' alex said thoughtfully as she tried to convince leena that even though alex had a lot to learn about what leena was talking about , alex was on her side .",0,bookcorpus
we rose as one and huddled together waiting for whatever was to come .,0,bookcorpus
"she 's bound to the bedpost , no hope of escape , and whimpering as she looks me straight at me with her tear filled eyes .",0,bookcorpus
"there was much hugging , patting of his head , and nose blowing going on as the two women made consoling noises and fluttered around the man who did not brush off their attentions but did not seem inclined to be deterred from his state of mourning by them either .",0,bookcorpus
"he was in the same grade as meused to work on the college newspaper and then was the youngest person to get on at the local paper in our town , i say as i look at the picture once more .",0,bookcorpus
"`` you said that them as tell fortunes should be ashamed of themselves , and anyway , you do n't need old clothes . ''",0,bookcorpus
robert thrust out his chin as if he was tempted to refuse .,0,bookcorpus
"though his breakfast and lunch were as boring as usual and most evenings his dinners were still as bland as always , he had to admit there was something romantic about preparing meals together , and as the years rolled on , they started to do it at least twice a week .",0,bookcorpus
"as long as i was willing to do whatever he wanted , my pay was increased and i was promoted .",0,bookcorpus
"he brushed it off on his sleeve , frowning at the stain as if it were a personal affront .",0,bookcorpus
"blue and calla both twitched a little as neeve appeared beside persephone , her gaze eternal and unwavering .",0,bookcorpus
~*~ sam bogan had been the ships cook for as long as joshua had been the captain and the two were as close as father and son .,0,bookcorpus
you have come pretty close to making me do that a couple of times before as well and now i think my immune system is breaking so i might eventually tear my hair out this time so just let it be !,0,bookcorpus
"he looked as though he was straining , and i remembered my wards .",0,bookcorpus
"chapter 50 in the morning , just as the first light of dawn is breaking , the watch wakes me and i awaken clarissa and we both wake dolley and the three of us quietly rouse the rest of the girls and tell them that plan a is on for real today and there 's no going back now- '' 'cause we killed nettles last night when he caught us out of the hold , and it wo n't be long before they find his body '' -and they are to make themselves ready .",0,bookcorpus
"she gasped in pain as he tightened his grip more and more , until it felt as if he was trying to squeeze right through the bone until he crushed her hand into dust .",0,bookcorpus
"susannah asked , just as roland was asking `` how long have you been here ? ''",0,bookcorpus
she heard a moan of protest from jack as the same was done to him .,0,bookcorpus
"doris took her by the arm to the buffet table and the two of them loaded their paper plates with salad , bbq beans and bbq pork on a bun and went to find a place to sit which wasnt all that easy though possible because people were constantly coming and going .",0,bookcorpus
"she was strong in her suit , but not nearly as strong as it was .",0,bookcorpus
"i have the time and money , you know , so ... '' uncertainty creeps in as him being here feels more real .",0,bookcorpus
"when he was done , the others as they were called arrived .",0,bookcorpus
"it had been an asset before , but it sure as hell was n't right now .",0,bookcorpus
"think think back to the day in the garden as if just remembering it should be there , my fingers went in search of the locket and found it , miraculously , still in place .",0,bookcorpus
they were caught in her silvery web as much as everyone else was .,0,bookcorpus
"once i finally manage to talk myself into using my new credit card , i find that shopping is n't at all as terrible as i remember it to be .",0,bookcorpus
her hands wavered over the scattered bones as if she couldnt tell whose were whose .,0,bookcorpus
darrin said though he himself was losing his cool .,0,bookcorpus
"from in the room , he could hear panic , desperate cries as they realized that their shield was in jeopardy .",0,bookcorpus
"on nights like these , he would eagerly close his eyes in sleep , hoping to dream of the bearded prankish warrior dagovic , honored in family lore as the first of the unbroken line that eventually became the la portes .",0,bookcorpus
"i watched in shock as phil lifted up the rifle he was carrying , firing it at the house .",0,bookcorpus
